title,company,job_category,experience,salary,location,tech_stack
[KG이니시스] 플랫폼개발팀 정규직 채용,(주)케이지이니시스,프론트엔드,신입,회사내규에 따름,서울,[]
"백엔드,프론트엔드 개발자 채용",(주)셔블,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Docker', 'Git', 'JavaScript', 'Node.js', 'SQL']"
"쌍용건설 ERP 운영 및 개발(Java, Oracle DB)",(주)유인시스,프론트엔드,신입,회사내규에 따름,서울,"['Java', 'Spring']"
연구/개발 인력 모집,(주)위비즈넷,프론트엔드,신입/경력,회사내규에 따름,서울,[]
뉴욕플란트치과 진료실 스탭 모집(치과위생사),뉴욕플란트치과,프론트엔드,신입,회사내규에 따름,울산,[]
함께 일하실 웹사이트(홈페이지) 개발자를 모십니다.,(주)굳프렌즈,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'JavaScript', 'React', 'Vue.js']"
웹·앱 개발자 모집,(주)트러스트,프론트엔드,신입,회사내규에 따름,성남,"['Java', 'JavaScript', 'MongoDB', 'MySQL', 'Node.js', 'PostgreSQL', 'Python', 'React', 'Spring', 'TypeScript', 'Vue.js']"
타이아(주) 테크놀로지센터(광주) 시스템팀 IT 채용,타이아(주),프론트엔드,신입/경력,연봉 3100만원,광주,"['React', 'Spring']"
연구개발(R&D) 엔지니어 (0~5년),(주)메디띵스,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'JavaScript', 'Node.js', 'Python', 'React', 'SQL', 'Vue.js']"
(주)스카이오토넷 각 부문 채용,(주)스카이오토넷,프론트엔드,신입,회사내규에 따름,서울,"['Git', 'React', 'TypeScript']"
공간정보기술(주) GIS분야 웹 개발자 채용(신입/경력),공간정보기술(주),프론트엔드,신입,회사내규에 따름,성남,['PostgreSQL']
UAM/드론 항공관제 및 통합운영 소프트웨어(C++/C#) 개발자 채용,(주)유니텍,프론트엔드,신입,회사내규에 따름,서울,['Linux']
IT 웹 개발자 모집,(주)뉴라인컨설팅,프론트엔드,신입,회사내규에 따름,서울,[]
"[개발/엔지니어] Go / Java / C / 네트워크, 인프라 엔지니어",(주)엑셈,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Docker', 'Git', 'Java', 'Kubernetes', 'Linux', 'PostgreSQL', 'Python', 'SQL', 'Spring']"
"[대전] 홈페이지, 그룹웨어 유지보수 및 구축 사업 (신입/경력)",케이엘정보통신(주) 대전지점,프론트엔드,신입/경력,회사내규에 따름,대전,[]
[헥토파이낸셜] 결제서비스 개발/운영,(주)헥토파이낸셜,프론트엔드,신입/경력,회사내규에 따름,서울,[]
[협업툴 플로우] 2025 하반기 SaaS 부문 개발자 (신입/경력),마드라스체크(주),프론트엔드,신입,회사내규에 따름,서울,[]
2026년도 상반기 S/W개발 신입/경력 공개채용,"주식회사오르빛알티(OrbitRTCo.,Ltd.)",프론트엔드,신입,회사내규에 따름,서울,"['Java', 'Python']"
Java 서버 개발자 모집 [신입 지원 가능],(주)데이사이드,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Java', 'SQL', 'Spring', 'Spring Boot']"
"웹개발 (JAVA, JSP) 신입/경력직 정규직&프리랜서 채용",주식회사 상생소프트,프론트엔드,신입/경력,회사내규에 따름,서울,[]
클라우드 플랫폼 운영자 모집 -신입/경력,주식회사포유에이전트,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Linux']"
의료 (치과위생사 & 간호조무사) 채용함.,문치과,프론트엔드,신입,회사내규에 따름,세종특별자치시지도,[]
프론트엔드 개발자 모집,(주)솔텍시스템,프론트엔드,신입,회사내규에 따름,서울,"['JavaScript', 'MongoDB', 'PostgreSQL', 'React', 'TypeScript', 'Vue.js']"
프론트엔드 개발 경력자(2년 이상) 모집,(주)엘핀,프론트엔드,신입/경력,회사내규에 따름,서울,['React']
[지머니트랜스] IT 개발·QA·기획 전 부문 채용,지머니트랜스(주),프론트엔드,신입,회사내규에 따름,서울,"['Java', 'React', 'Spring', 'Spring Boot']"
AI 학습 플랫폼 웹 어플리케이션 개발자 채용,(주)링크제니시스,프론트엔드,신입,회사내규에 따름,안양,"['Docker', 'JavaScript', 'MongoDB', 'MySQL', 'Python', 'React', 'Vue.js']"
[R&D] 여러분의 형제 브로제이 프론트엔드 개발자 모집,(주)브로제이,프론트엔드,신입/경력,회사내규에 따름,서울,"['React', 'Vue.js']"
장비운영 S/W 설계 신입/경력(전문연구요원가능),(주)윈텍오토메이션,프론트엔드,신입,회사내규에 따름,수원,['Java']
"C# .net 개발자 모집 (ERP, MES)",(주)지에스티,프론트엔드,신입/경력,회사내규에 따름,서울,[]
[하이브랩] 웹퍼블리셔 신입 및 경력 채용,(주)하이브랩,프론트엔드,신입/경력,회사내규에 따름,성남,['Git']
[중견기업/IT계열] 데이타솔루션 개발자 / 데이터 엔지니어 채용,(주)데이타솔루션,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Git', 'JavaScript', 'Kubernetes', 'Linux', 'Next.js', 'Node.js', 'PostgreSQL', 'Python', 'React', 'SQL', 'Spring', 'Spring Boot', 'Vue.js']"
[다산캠퍼스 근무] (주) 동녘에서 개발 인력을 모집합니다.,(주)동녘,프론트엔드,신입/경력,연봉 3000만원,남양주지도,['Spring']
[SM] 공공기관 시스템 풀스택 개발자 2명 충원 12개월,주식회사인사이트노바,프론트엔드,신입/경력,회사내규에 따름,서울,"['Java', 'JavaScript', 'Linux', 'Node.js', 'PostgreSQL', 'Python', 'React']"
치과 데스크 선생님 구합니다-많은 지원 부탁해요,새로운치과의원,프론트엔드,신입,회사내규에 따름,부산,[]
2025년 개발직 신입 및 경력사원 채용,(주)퓨전소프트,프론트엔드,신입/경력,회사내규에 따름,대구,[]
[뉴로메카] 소프트웨어 개발자 채용,(주)뉴로메카,프론트엔드,신입/경력,회사내규에 따름,서울,[]
주니어 백엔드 개발 ( 신입 ~ 3년 이하),스페이스맵(주),프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Docker', 'JavaScript', 'Kubernetes', 'Python', 'TypeScript']"
[자이닉스] 웹 어플리케이션 개발자 모집 (신입/경력),(주)자이닉스,프론트엔드,신입,회사내규에 따름,서울,[]
[대기업/삼성물산/본사] 삼성물산 IT 사무직 채용(성과급 별도),(주)커리어텍,프론트엔드,신입,월급 359만원,서울,['AWS']
소프트웨어 개발자 채용 (신입/경력),(주)에이핀아이앤씨,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'JavaScript', 'MySQL', 'Node.js', 'React', 'Spring']"
[AI-DATA] 웹 개발자 채용(백엔드/프론트) - 판교1,주식회사에이아이데이타,프론트엔드,신입,회사내규에 따름,성남,[]
연구소 플랫폼개발팀 S/W 부문 신입/경력 모집,(주)바질컴퍼니,프론트엔드,신입,회사내규에 따름,경남,"['Git', 'Java', 'JavaScript', 'Linux', 'Python']"
웹 서비스 개발자 채용공고,(주)낸드소프트,프론트엔드,신입/경력,회사내규에 따름,대구,"['Java', 'Linux', 'MySQL', 'Spring']"
[지엠티] 기술개발본부 개발자 인재 채용(신입/경력),(주)지엠티,프론트엔드,신입/경력,회사내규에 따름,성남,[]
IoT 서비스 플랫폼 개발자 (실무경력 2년이상),(주)퍼스트씨앤디,프론트엔드,신입/경력,회사내규에 따름,화성지도,['AWS']
"PD/편집자, 브랜드마케터, 개발자 구인(업계 상위 수준 처우)",아이엠피엔터테인먼트,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Python']"
"[신입/경력] Web 개발자 모집(스마트팩토리, AI 솔루션)",(주)세인티,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Java', 'JavaScript', 'MySQL', 'PostgreSQL', 'React', 'Spring', 'Vue.js']"
Watt 프론트엔드 Typescript/next.js,왓트(주),프론트엔드,신입,연봉 2800만원,서울,"['JavaScript', 'Next.js']"
[경력무관] 웹 어플리케이션 개발자 모집,(주)투곰스,프론트엔드,신입,회사내규에 따름,경남,[]
(주)지오케이 솔루션 & 소프트웨어 개발자 채용,(주)지오케이,프론트엔드,신입,회사내규에 따름,안양,"['Java', 'JavaScript', 'SQL', 'TypeScript']"
퓨처메인 IT팀 직원 채용,퓨처메인(주),프론트엔드,신입,회사내규에 따름,수원,"['Java', 'Python']"
[이지서티] 영남지사(부산) IT 솔루션 엔지니어 채용(신입/경력),(주)이지서티,프론트엔드,신입/경력,회사내규에 따름,부산,"['AWS', 'SQL']"
[F/E 공채] Cross-Platform 개발자(FullStack) 채용,FCG,프론트엔드,신입,회사내규에 따름,"광명,","['AWS', 'Linux']"
(주)재미스튜디오 웹 서비스 개발자(Frontend/Backend) 모집,(주)재미스튜디오,프론트엔드,신입,회사내규에 따름,대전,"['AWS', 'Java', 'JavaScript', 'Next.js', 'PostgreSQL', 'React', 'Spring']"
[정리습관 ]AI 리엑트 개발자,(주)정리습관,프론트엔드,신입/경력,회사내규에 따름,서울,"['JavaScript', 'Next.js', 'Node.js', 'React']"
[주식회사 옴니콘] JAVA/REACT 웹 풀스택 개발자 모집,주식회사 옴니콘(Omniqon Inc.),프론트엔드,신입,회사내규에 따름,서울,"['Java', 'React']"
(주)에스지소프트 JAVA 개발자 모집(8개월 계약직 혹은 프리),(주)에스지소프트,프론트엔드,신입,월급 300만원,대구,"['Java', 'SQL']"
SOC RTL Design Engineer [신입],(주)보스반도체,프론트엔드,신입,회사내규에 따름,성남,['Python']
"클라이언트,프론트엔드 개발자 모집공고",주식회사브레인,프론트엔드,신입,회사내규에 따름,광주,"['React', 'TypeScript']"
"네트워크, 정보 보안, 서버 엔지니어 모집",(주) 이노스벤,프론트엔드,신입/경력,회사내규에 따름,대구,[]
병원 시스템 관련 신입 및 경력 개발자 모집,(주)희원,프론트엔드,신입/경력,회사내규에 따름,경남,[]
인플루언서 커머스 혁신팀 신규 인원 모집,(주)커넥서스그룹,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Git', 'JavaScript', 'Next.js', 'Node.js', 'Python', 'React']"
(주)워크온 풀스택 개발자 모집,(주)워크온,프론트엔드,신입,연봉 3400만원,안산,"['JavaScript', 'Node.js', 'React']"
백엔드(서버) 및 프론트 개발 인력 채용,(주)엠넥스,프론트엔드,신입,회사내규에 따름,"안양,","['Docker', 'Git', 'JavaScript', 'Linux', 'MySQL', 'Next.js', 'Node.js', 'React', 'TypeScript']"
기술연구소 SW개발자 채용 (JAVA/C#/.NET)(신입/경력),(주)모은넷,프론트엔드,신입,연봉 3500만원,수원,[]
[오픈갤러리] IT 풀 스택 개발자 모집 (일반/병역특례),오픈갤러리,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Docker', 'JavaScript', 'PostgreSQL', 'Python']"
프론트엔드 개발자 모집,망고클라우드(주),프론트엔드,신입/경력,회사내규에 따름,부산,"['Git', 'Java', 'JavaScript', 'React']"
[웹개발/운영] S사 Cloud 개발 신입 개발자 채용,"주식회사와글와이즈(WagleWiseCo.,Ltd.)",프론트엔드,신입/경력,회사내규에 따름,수원,"['AWS', 'Java', 'JavaScript', 'PostgreSQL', 'Spring', 'Spring Boot', 'Vue.js']"
[CEO포털] 풀스택 개발자(신입 가능) 모집합니다.,주식회사씨이오포털,프론트엔드,신입/경력,회사내규에 따름,부산,[]
[디지털프레소] 프론트엔드 개발자 채용 (Fullstack 경험 우대),(주)디지털프레소,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Docker', 'Git', 'JPA', 'Java', 'JavaScript', 'Next.js', 'Python', 'React', 'Spring', 'Spring Boot', 'TypeScript']"
"엔피로지스(주) 웹프로그래머(JAVA, JS, React) 신입, 경력 채용",엔피로지스(주),프론트엔드,신입,회사내규에 따름,용인,"['JPA', 'Java', 'JavaScript', 'MySQL', 'React', 'Spring']"
백엔드 개발자 채용[신입],(주)건강누리,프론트엔드,신입,회사내규에 따름,서울,"['Java', 'MySQL']"
[시큐레터] 웹 개발자 채용,시큐레터(주),프론트엔드,신입/경력,회사내규에 따름,성남,"['Linux', 'Node.js', 'React', 'Spring']"
(주)아이로브 제품개발팀에서 앱/웹개발자를 모집합니다.,(주)아이로브,프론트엔드,신입,회사내규에 따름,성남,[]
(신입) 레티나 플랫폼 서비스 Developer 팀원 구합니다,히비스,프론트엔드,신입,회사내규에 따름,서울,[]
웹 개발자 채용[신입],(주)건강누리,프론트엔드,신입,회사내규에 따름,서울,['JavaScript']
프론트엔드 개발자 채용공고 (jQuery/React/TypeScript),(주)인트브릿지,프론트엔드,신입/경력,회사내규에 따름,서울,"['Java', 'React', 'TypeScript']"
JH솔루션(주) 개발본부 프론트엔드 개발자 채용,(주)제이에이치솔루션,프론트엔드,신입/경력,회사내규에 따름,서울,"['JavaScript', 'React', 'Spring', 'Vue.js']"
(주)마스터웨이 Spring 백엔드 개발자 모집,(주)마스터웨이,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Git', 'JavaScript', 'React', 'Spring']"
프로그램 유지보수 및 개발직원 채용 [전남순천],(주)아이언밸리,프론트엔드,신입,회사내규에 따름,전남,[]
"[신입/경력] 기술연구개발(R&D) / 솔루션 개발 (Spring, React)",(주)대국지앤에스,프론트엔드,신입,회사내규에 따름,경북,"['Git', 'React', 'Spring', 'Spring Boot']"
안드로이드 러닝 앱 개발자 신입,(주)러닝포인트,프론트엔드,신입,회사내규에 따름,"서울전체,",['Git']
(주)투런 - BackEnd 및 FrontEnd 개발자 모집,(주)투런,프론트엔드,신입/경력,회사내규에 따름,안양,"['Git', 'Java', 'JavaScript', 'Linux', 'Spring']"
AI Software Engineer (신입),(주)애자일소다,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Docker', 'JavaScript', 'Kubernetes', 'MongoDB', 'Node.js', 'PostgreSQL', 'Python', 'React', 'TypeScript']"
홍익정보기술(주) 웹 개발자 채용,홍익정보기술(주),프론트엔드,신입,회사내규에 따름,인천,"['Java', 'Python', 'React', 'SQL', 'TypeScript']"
"[메타크라우드] 프론트엔드 개발자 모집 (서울/여의도, 1년~3년)",(주)메타크라우드,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'JavaScript', 'React', 'Vue.js']"
"[악보바다] JAVA, 프론트, 백엔드, 모바일 개발자 모집",미디어라운드,프론트엔드,신입,회사내규에 따름,서울,"['Java', 'React', 'Spring']"
[정규직][경력8년 미만] 소프트웨어 QA 엔지니어,(주)티스퀘어,프론트엔드,신입/경력,회사내규에 따름,서울,[]
의료기관 건강검진프로그램 종합솔루션 소프트웨어 응용프로그램,(주)새롬소프트,프론트엔드,신입/경력,회사내규에 따름,서울,[]
[프라임손해사정] 광주팀 인보험 신입&경력 조사자 채용,프라임화재특종손해사정 (주),프론트엔드,신입,회사내규에 따름,광주,[]
Software Engineer(Full-stack - Backend Focus/5년이상),(주)알세미,프론트엔드,신입/경력,회사내규에 따름,서울,"['AWS', 'Java', 'JavaScript', 'Kubernetes', 'MySQL', 'Node.js', 'PostgreSQL', 'Python', 'React', 'TypeScript']"
캐쥬얼 여성의류 및 라이센스 디자이너  신입 및 경력직 채용,프룹스코리아(FROOPS KOREA),프론트엔드,신입/경력,회사내규에 따름,서울,[]
[웹개발] 웹 프로그램 개발자 충원함.,(주)오디피아,프론트엔드,신입,회사내규에 따름,대전,['React']
자동화 설비 제어(S/W) 신입/경력 모집함.,(주)엠아이티,프론트엔드,신입/경력,회사내규에 따름,인천,[]
창원사업장 방산 생산직 경력/신입 사원(정규직) 채용,아이티사이언스(주),프론트엔드,신입/경력,회사내규에 따름,경남,[]
스토리보드 작가,(주)에스피코리아,프론트엔드,신입/경력,회사내규에 따름,서울,[]
"[성수동] 프론트엔드(React, Vue) 구인 공고",투브플러스(주),프론트엔드,신입,회사내규에 따름,서울,"['React', 'Spring', 'Vue.js']"
[대흥정보] 웹개발자(Full stack) 신입/경력 채용,(주)대흥정보,프론트엔드,신입/경력,회사내규에 따름,서울,"['Java', 'JavaScript', 'SQL', 'Vue.js']"
[정규직] 신입 개발자 구인,(주)아이엔아이소프트,프론트엔드,신입,회사내규에 따름,서울,[]
보안관제  인력 채용,(주)시큐어원,프론트엔드,신입/경력,회사내규에 따름,서울,[]
"병원 마케팅팀 마케팅·광고(블로그,sns,유튜브 등) 채용 공고",꽃담한방병원,프론트엔드,신입,회사내규에 따름,대구,[]
응용기술팀 신입사원 채용,(주)트리노테크놀로지,프론트엔드,신입,회사내규에 따름,서울,[]
S-GROUP 신뢰할 수 있는 물류 파트너를 모집합니다.,(주)에스엠에이치,프론트엔드,신입/경력,회사내규에 따름,부산,"['Java', 'SQL']"
[프렌트리] 검출 결과 관리 소프트웨어 개발자 채용(신입/경력),(주)프렌트리,프론트엔드,신입/경력,회사내규에 따름,서울,"['Git', 'Java', 'JavaScript', 'Node.js', 'Python', 'React', 'Vue.js']"
[웹개발]웹솔루션 개발 모집(신입/경력),(주)씨티브이,프론트엔드,신입,회사내규에 따름,인천,['Spring']
SIEMENS PLM & 3D CAD Engineering 인턴 모집,지멘스인더스트리소프트웨어(주),프론트엔드,신입,월급 230만원,서울,"['Java', 'Python']"
[대전] SW 개발자(신입/경력) 모집,(주)위고이엔지,프론트엔드,신입/경력,회사내규에 따름,대전,[]
백엔드/ 서버 사이드 개발자 모집,(주)솔텍시스템,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Docker', 'Java', 'JavaScript', 'Kubernetes', 'Linux', 'MongoDB', 'Node.js', 'PostgreSQL', 'Python']"
[폴리인스퍼레이션] AI/ML Engineer 채용,(주)폴리인스퍼레이션,프론트엔드,신입,회사내규에 따름,서울,"['AWS', 'Git', 'JavaScript', 'Next.js', 'React', 'TypeScript']"
마켓빌리 Vue / React / Web Publisher / Web Designer Recruitm,플러거,프론트엔드,신입,회사내규에 따름,서울,"['React', 'Vue.js']"
(주)굳프렌즈 백앤드 개발자 모집,(주)굳프렌즈,프론트엔드,신입,회사내규에 따름,서울,['Spring']
패션컨설팅 및 온라인플랫폼 개발 및 디자인 기획 모집,(주)유스진코,프론트엔드,신입/경력,회사내규에 따름,부산,"['Java', 'Python']"
사무관리 / 교육운영,(주)한국산업개발훈련원,프론트엔드,신입/경력,연봉 3000만원,서울,[]
방위산업 연구개발 부문 채용공고 (RF설계엔지니어),(주)유텔,프론트엔드,신입,회사내규에 따름,포지도,[]
(주)솔리드이엔지 - AI 챗봇 서비스 개발 및 운영 인력 모집,(주)솔리드이엔지,프론트엔드,신입/경력,회사내규에 따름,대전,"['Git', 'JavaScript', 'Python', 'React']"
"다재다능한 디자이너 채용 , MD , 상품기획 , 컨텐츠 마케팅",한국도자기리빙(주),프론트엔드,신입/경력,회사내규에 따름,서울,[]
[프론트엔드/유연근무/파트타임 가능]프론트엔드 개발자 채용,주식회사 리얼라인,프론트엔드,신입,연봉 11000만원,서울,"['Git', 'JavaScript', 'Next.js', 'React', 'TypeScript']"
웹 어플리케이션 개발을 위한 신입/경력사원 채용,(주)바른개발연구소,프론트엔드,신입,회사내규에 따름,서울,"['Java', 'Python', 'Spring']"
[종합 인공위성그룹] 위성시스템 SW 개발 연구원 채용,(주)아이옵스,프론트엔드,신입/경력,회사내규에 따름,대전,[]
AI 활용 웹/앱 디자이너 채용공고 (AI 프론트앤드 자동화),"주식회사야몬(YamonCo.,Ltd.)",프론트엔드,신입,월급 210만원,안산,[]
자율주행 차량용 레이더 개발 SW 엔지니어 충원,(주)스마트레이더시스템,프론트엔드,신입,회사내규에 따름,서울,"['Linux', 'Python']"
(주)센텀인터넷 광교 R&D센터 java 신입/경력 개발자 모집,(주)센텀인터넷,프론트엔드,신입,회사내규에 따름,수원,"['Java', 'MySQL', 'SQL']"
